Nombre_Restaurante,Rating,Cantidad_Reseñas,Precio,Tipo_Cocina,Resena
$1.50 Fresh Pizza,4.3,341,Bajo,"pizza, fast food",If you are in New York make sure to stop... | Nice cheep pizza
Cafe Luxembourg,4.2,658,Medio,"french, american",... legendary steak frites cooked prope... | outstanding service and food
Cafe Manhattan,4.3,184,Bajo,"american, cafe, deli",Great little deli-style cafe in the heart of NYC. Just down the road from the... | Typical NYC
Cafe Mogador,4.4,588,Medio,"moroccan, mediterranean, middle eastern","Mains: Falafel, Fish Tagine, Salmon and Chicken. | overall - decent food and good portion size but flavor is a bit lacking"
Cafe Sabarsky,4.1,731,Medio,"german, austrian, cafe, european, central european","The appetizer (Summer Pea Soup - I know, who gets excited about pea soup??),... | Very good schnitzel"
Caffé Palermo,4.0,615,Medio,italian,"The shell was perfectly crisp with that light crunch you want in a cannoli, n... | ... and a ‘lobster tail’ all were good ..."
Café Altro Paradiso,4.2,124,Medio,"italian, european",the arancini was crisp on the outside and cheesy & gooey on the inside. Altro... | Fennel salad is a must.
Café Boulud At Maison BARNES,4.4,1234,Muy Alto,french,Excellent French cuisine | Upper East Side Gem
Caliente Cab,3.9,304,Medio,"mexican, latin","We stumbled across this place and the margaritas were great. Get the large ones... | CV-19 Review: Safe service, great Margaritas, and decent Mexican food"
Calle Dao Bryant Park,4.4,204,Medio,"chinese, latin, bar, asian, cuban","I visited Calle Dao for brunch, and it did not disappoint. I got the beef with... | A Very Good Meal!"
Capizzi,4.4,1846,Medio,"italian, pizza",Best Pizza and Arugula salad with great service. | Personal Brick Oven Pizza in NYC
Caravaggio Restaurant,4.3,238,Muy Alto,italian,Good Italian food | We visited Caravaggio once again. It...
Carbone,4.0,519,Muy Alto,italian,"The veal parmesan was also perfectly crisp and tender, showcasing the high qu... | ... was delicious, as was the veal chop."
Carmine's - Time Square,4.4,13398,Medio,italian,For pasta we went with the Garlic & Oil / Linguine. | One of my favorite family style restaurants
Carmine's Italian Restaurant - Upper West Side,4.3,1995,Medio,"italian, contemporary, sardinian",Only down side is Salad is too expensive. | Great family style restaurant
Carnegie Diner & Café,4.2,512,Medio,american,Really friendly and food was excellent- liked the French toast and coffee best. | Good food and good service at reasonable prices
Carnegie Pizza,4.6,68,Bajo,"italian, pizza, fast food","The crust had just the right amount of crisp, and it was fresh and delicious! | The spicy pepperoni square pie is literal..."
Carragher's Pub & Restaurant,4.3,568,Medio,"american, bar, pub, gastropub","Being a Liverpool fan had to visit here and watch the match (World cup game... | Excellent place good atmosphere good food , prices are ok for the area you are in , staff are helpful and friendly,"
Carroll Place,4.3,164,Medio,"italian, gastropub","It was delicious! We also shared the burrata salad, the amatriciana pizza (we... | The food joint for youths and if you are near Washington Square"
Casa D'angelo New York,4.0,785,Medio,"italian, contemporary, wine bar","The shrimp, calamari mussels and clams were fresh, but the lobster was a let... | Good lunch, enjoyed."
Casa Lever,4.2,308,Muy Alto,italian,"... that was so precisely al dente, and an insane Tiramisu to end the dinner. | a fabulous place for an evening drink..."
Casa Mono,4.2,552,Medio,spanish,IT WAS MAGICAL! The food was as always so aromatic. Our favorite of the five... | Spanish tapas.
Cask Bar + Kitchen,4.4,140,Medio,"american, bar, seafood, international, pub",The food was all delicious. The service top notch and the bill was palatable! I... | Casual Business Dinner
Catch,3.9,1753,Muy Alto,"seafood, sushi","Delightful versions of seafood and sashimi, which surprised me in a very good... | The best seafood"
Catch N' Chop,2.5,2,No disponible,"steakhouse, seafood",Catch N' Flop | Nice addition to the Upper East Side
Caviar Russe,4.7,147,Muy Alto,"french, american, seafood, contemporary","The caviar was exceptional. Following the caviar service, house made breads... | Caviar Perfection!"
Ceci Italian Restaurant & Bar,4.1,662,Medio,"italian, healthy","The service is attentive and polite, but not intrusive. Their prices are also... | Good good in a snug atmosphere but make sure and book!"
Cellini,4.1,438,Medio,italian,Pasta is homemade and fresh. | Caesar with Chicken - takeout!
Central Park Boathouse,4.2,3954,Medio,american,"Entrees were the Prime Rib Sandwich, House blend burger, Chicken tenders and... | The Greek salad was standard but good."
Cha Dim Sum Chinese Cuisine,4.5,2,No disponible,"chinese, asian",I was here a few days ago and really enjoyed the sliced Peking duck with friends. | Delicious Dim Sum
Cha Pa's Noodles & Grill,4.3,164,Medio,"international, asian, vietnamese, healthy, soups","I ate at their small bar, without waiting for a seat, and enjoyed a local... | They have BBH"
Chai Thai Kitchen,4.2,370,Medio,thai,I enjoyed the fried eggplant and rice plate at the Chai Thai restaurant... | Loved it!
Chama Mama,4.5,63,Medio,"european, contemporary, eastern european, georgian",Next up was the Adjaruli Khachapuri (traditional open-faced khachapuri with our... | ... the Imeruli Khachapuri and the Pan ...
Champion Pizza - Soho,4.5,142,Bajo,"italian, pizza",Hello champion pizza your pizza taste's really great and all your dips are also... | Now our favourite NYC Pizza
Charlie Bird,4.1,217,Medio,"italian, american, contemporary, wine bar",Pleased. Restaurants like this are the pulse and heartbeat of dining in NYC... | We had the chocolate budino (came with...
Charlie Palmer Steak IV,4.1,510,Muy Alto,"american, steakhouse, contemporary",We were staying at The Archer so inevitably ate at the Charlie Palmer... | ... delights worthy of Michelin Star
Chazz Palminteri Italian Restaurant NYC,4.3,315,Muy Alto,"italian, steakhouse, seafood",The calamari was very tasty and that was followed by A Bronx Tail(obviously)a... | ... oil to the delicious pasta and wine.
Cheeseboat,4.9,21,Medio,"fusion, georgian",You have to try the khinkali soup dumplings and the imeruli khachapuri! | Delicious cheeseboats and wine for good value
Chelsea Ristorante,4.0,161,Medio,"italian, european","The staff is very attentive and professional. This type of good old fashion... | If Chelsea Market seems a bit too much, this is a great place to go for Italian"
Chez Josephine,4.2,1043,Muy Alto,french,"I had the pate, steak and cheesecake. | We still enjoy it!"
Chick-fil-A,4.2,119,Bajo,"american, fast food","The chicken burger and waffle fries were excellent. | Great quick service, with very tasty..."
Chinese Tuxedo NYC,4.2,149,Medio,"chinese, asian, contemporary",I was at the Chinese Tuxedo in Chinatown NY last night with my girlfriend who... | Amazing - a hidden gem in Chinatown
Chipotle Mexican Grill,4.1,962,Bajo,"mexican, fast food","Never had Chipotle before, but oh my goodness this was amazing! I love burritos... | OVERPRICED BUT GOOD"
Cho Dang Gol,4.2,333,Medio,"asian, korean",Fresh tofu.. good selection of kimchi.. good pancakes.. place was overflowing... | Excellent Korean experience
Chola,4.1,236,Medio,"indian, asian",Excellent indian resturant in NYC | Nicely located in midtown new york. The...
Churrascaria Plataforma,4.3,1537,Muy Alto,"steakhouse, brazilian, latin, barbecue","The salad bar for lunch has ""cold"" items... | Delicious food"
Ci Siamo,4.4,88,Muy Alto,"italian, american, tuscan, central-italian",The tomato tagliatelle was promising bu... | This is a very lovely place
Cibar,4.4,13,Medio,bar,This lounge is located in Irving Place in Gramercy Park. A few blocks from... | Relaxed Lounge with decent cocktails
Cipriani Dolci,3.8,430,Muy Alto,"italian, pizza, european",The Bellinis are good. | Delicious vanilla meringue cake in Gran...
Cipriani Wall St,4.2,458,Muy Alto,italian,"Cipriani organised a fantastic party, delicious fish, delicious meat, great... | Food Looked Amazing!"
Citizens Of Chelsea,4.5,133,Medio,"american, cafe",I had the avocado toast with a poached egg and my lovely wife had the schnitzel... | ... He enjoyed his breakfast sandwich.
City Vineyard at Pier 26,4.5,437,Medio,"american, bar, seafood, wine bar","Overall, our day at city vineyard was amazing - but Flor made it even better... | Fabulous views of the Hudson"
Claudette,4.2,245,Medio,"french, european","We started with the roasted romescu which was out of this world, cooked exactly... | Lovely and lively environment"
Claw Daddy’s,4.3,118,Medio,cajun & creole,By the pound shrimp and shellfish you pick in the best heat . Medium spice and... | Claw into Cajun Sea Food
Clement at The Peninsula New York,4.3,244,Muy Alto,"american, bar, contemporary",We booked months ago to have a family Christmas lunch at Clement and were... | Good service and nice food
Clinton St. Baking Company & Restaurant,4.3,1557,Medio,"american, cafe",Great food. Poor service. To much hype | Perfect breakfast
Cloves Indian Cuisine,5.0,19,Medio,"indian, bar, asian, grill","So good, I'm going back tomorrow! | Indian food in new york"
Club A Steakhouse,4.7,4706,Muy Alto,"steakhouse, seafood",Excellently prepared filet mignon and Branzino. | ... and cheesecake on the house with a ...
Comfort Diner,4.2,1079,Bajo,"american, diner",This was a fairly conventional diner and... | Very good grilled Ruben sandwich
Community Food & Juice,4.2,293,Medio,"american, healthy",Community has a great location on Broadway between Columbia and the cathedral... | Delicious and sumptuous meals. Good service. Convenient location to Columbia U.
Connolly's Pub & Restaurant,4.2,1823,Medio,irish,Best Burger | Comfort food on a cold night
Contra,4.3,148,Muy Alto,contemporary,The meal was fantastic and is great value for a tasting menu in NYC. Highly... | ... the cocktails stay for the scallops
Cookshop,4.3,1151,Medio,american,Recommend this place for brunch before a walk along the High Line. Very good... | Chelsea Brunch
Coppelia,4.4,409,Medio,"latin, cuban, central american",The prices were reasonable and the quesadilla was wonderful! I will definitely... | Nice Cuban restaurant
Coppola's,4.4,183,Medio,italian,"We ate there again on our last night in NYC, but the service was less attentive... | Omg . Such huge portions of such good food"
Corner Bistro,4.0,1099,Bajo,"american, bar, pub",Homerun Burger | ... tots and some chili cheese fries.
Cosme,4.0,889,Muy Alto,"mexican, latin",... by the fluke tostada that would benefit from a touch more acid and chili. | The corn meringue is literally the best...
Cosmic Diner,3.9,1098,Bajo,"chinese, american, diner",Portions were large enough for my husband and I to share a Ruben and a bowl of... | Tourist charged more
Cowgirl,4.1,281,Medio,"american, southwestern, bar",Their ribs are to kill for. Burgers are regular and good. Service is excellent... | ... pulled pork sandwich with tater tots.
Craft New York,4.5,1053,Muy Alto,american,The duck was divine and the souffle was a revelation for all three of us. | Outstanding service
Crane Club,5.0,4,No disponible,"steakhouse, contemporary",Lively experience and friendly staff | Best new restaurant in NYC!
Crave Fishbar,4.4,473,Medio,"seafood, sushi",Excellent food | Some hits and some misses.
Creatures Rooftop,5.0,1,No disponible,"american, eastern european, armenian",Fantastic Discovery
Crompton Ale House,4.3,231,Medio,"american, bar, pub",Brilliant bar to visit ! | Solid brew pub choice in NYC!
Croton Reservoir Tavern,4.0,213,Medio,"american, bar, grill, pub, gastropub","Good cocktails and pub food on the edge of Times Square | Great tavern, good food & great service"
Cuba,4.4,486,Medio,"caribbean, latin, cuban, central american","Favorite Cuban restaurant | Very good, recommended"
Cull & Pistol,4.6,1018,Medio,"american, seafood, healthy","Unpretentious but tasty seafood with friendly and smart service. | ... the clam chowder, we shared bread r..."
D.J. Reynolds,4.2,214,Medio,"irish, bar, international, pub","The place is squeaky clean, and you never feel you're too far from your... | Great Bar, Warm Welcome"
DA RAFFAELE,4.5,37,Medio,italian,"Many items on the menu, with delicious specials too. The minestrone was superb... | Delicious food and great service… come hungry"
DK Restaurant,5.0,10,No disponible,"american, steakhouse, bar, seafood, contemporary, pub","We sat at the bar to eat and it was fabulous. | DK on W. 36th, NYC...Fantastic!!!"
Da Claudio NYC Ristorante,4.4,231,Medio,"italian, mediterranean","The Carbonara was excellent. | ... Wagyu beef Bolognese, which was ric..."
Da Marino Nyc Italian Restaurant,4.3,2958,Medio,italian,Very good Italian | Cozy
Da Nico Ristorante-Manhattan Location,3.8,1255,Medio,italian,"Every year, twice or More times, I like to go with My family or alone. All the... | ... ate pizza, carbonara, lasagna.....j..."
Da Tommaso,3.6,366,Medio,italian,"We also like the tiramisu. | ... their meals ( salmon, eggplant parm..."
Dallas BBQ,3.8,555,Medio,"american, bar, barbecue","My companion had a half rack of ribs, coleslaw, and cornbread. | ... smoky ribs and crisp wings hit the ..."
Dallas BBQ Times Square,3.9,3848,Medio,"american, bar, barbecue",I had the 1/4 Chicken with side salad and it came with the most amazing and h... | ... and the chili is a must-try.
Daniel,4.7,3441,Muy Alto,french,"... black sea bass, veal, and chocolate... | Daniel - wonderful experience."
Danji,4.4,515,Medio,"asian, korean",Great Vibe | Friday evening dinner
Dante,4.2,197,Medio,"italian, bar, cafe","Outstanding everything-location, service, food, cocktails and ambiance! The... | Nice place"
Darbar,4.1,333,Medio,indian,... but was brought a portion of Rice Pudding to share (no charge for these i... | The chicken tikka masala is tasty and...
Decoy Bar,4.6,189,Medio,"chinese, asian",I have had amazing peking duck where the skin and meat are juicy and tender and... | Never disappoints!
Deep Indian Kitchen,4.3,132,Bajo,indian,Deep at Columbus circle As a Brit and coming from an Asian background I know a... | Get it India
Del Frisco's Double Eagle Steakhouse,4.4,3506,Muy Alto,"steakhouse, seafood","My Husband and I ate dinner , we ordered the filet Mignon , and NY Strip , to... | High-end steak house in the heart of touristic Manhattan"
Del Frisco's Grille,4.1,1016,Muy Alto,"steakhouse, seafood","The steak was lean and very tender and the mashed potatoes were good, small... | Great meal, but chilly"
